"assessment_response_id","assessment_id","assessment_action_id","assessment_action_version","assessment_question_id","assessment_response_score","assessment_response_weighted_score"
"2eee3834","yWmNPQ@3","24c4347e"," 2","uvVA8Q@1","1.0000000","1.0000000"
"21ec5f7e","dW1YXw@4","8a467dcc"," 2","b3RmVw@3","1.0000000","1.0000000"
"c92aed6e","yWmNPQ@3","e194c17e"," 2","QujkHw@1","0.0000000","1.0000000"
"3c09d493","O3010Q@4","23d4c087"," 2","b3RmVw@3","1.0000000",NA
"9808f3be","O3010Q@4","ff698bf1"," 2","b3RmVw@2","1.0000000","1.0000000"
"bf2b0e22","dW1YXw@4","cce421e5","12","fGEHEQ@1","1.0000000","0.0000000"
"104fe49e","dW1YXw@4","6c260473"," 2","b3RmVw@4","1.0000000","0.0000000"
"88071b49","O3010Q@4","75769f1a"," 2","3PvHeQ@2","1.0000000","1.0000000"
"7fa33fa1","yWmNPQ@3","df47dd22","12","oQox3w@1","1.0000000","1.0000000"
"985da9b4","xDAvSQ@5","f73ea44a"," 2","b3RmVw@2","1.0000000",NA
"65f71ed7","O3010Q@5","8a74a929"," 2","b3RmVw@3","0.0000000","1.0000000"
"851a3a2e","xDAvSQ@5","ef7c3fc9","14","b3RmVw@3","0.0000000","0.6000000"
"1b5e3828","z4nUbw@6","57bafc2d"," 7","b3RmVw@2","1.0000000","1.0000000"
"139e24f2","O3010Q@7","34e1cbaf"," 2","oQox3w@1","1.0000000",NA
"d82688d1","z4nUbw@6","55df344c"," 8","jtfmjw@1","1.0000000","0.0000000"
"eadd909c","O3010Q@5","9e62c4ee"," 2","l61z7Q@2","1.0000000","1.0000000"
"b8237ad7","O3010Q@4","92d8f76f"," 2","9BZbew@1","1.0000000","1.0000000"
"414f31cd","yWmNPQ@6","d890f26e"," 2","jtfmjw@1","1.0000000","1.0000000"
"4162509e","yWmNPQ@3","8951cca9"," 2","b3RmVw@2","1.0000000","0.0000000"
"f217ac1","O3010Q@8","1c42ea46","10","1uEo4w@2","1.0000000","1.0000000"
"ae2967dd","O3010Q@4","e9cd82d7"," 2","fGEHEQ@1","1.0000000",NA
"7c7a9ae9","dW1YXw@4","9852776c"," 2","b3RmVw@2","1.0000000","1.0000000"
"6eca9d3b","z4nUbw@6","3305c190"," 2","b3RmVw@2","1.0000000",NA
"f3b44042","O3010Q@5","daff4764"," 2","oQox3w@1","1.0000000","1.0000000"
"3340a0bf","O3010Q@5","86a30ae8"," 2","b3RmVw@2","1.0000000","1.0000000"
"f9edcbd9","yWmNPQ@3","bef8b0a6"," 2","b3RmVw@3","0.0000000",NA
"5d4a9c0b","xDAvSQ@5","1ca2563e","14","b3RmVw@2","0.0000000",NA
"8ea7d806","xDAvSQ@5","6a63d87e"," 2","b3RmVw@4","0.8333330",NA
"6839d3a2","O3010Q@4","3f44b4d2"," 2","WttycQ@1","0.0000000","1.0000000"
"a70d3015","O3010Q@5","be7b3d51"," 2","b3RmVw@4","1.0000000",NA
"ca60f6e9","O3010Q@5","f7d5f24f"," 2","l61z7Q@2","1.0000000","1.0000000"
"8f0e035e","yWmNPQ@3","6239cd50"," 2","b3RmVw@4","1.0000000","1.0000000"
"2329fa38","yWmNPQ@3","a86b079d"," 2","b3RmVw@2","1.0000000","1.0000000"
"cff4766d","dW1YXw@4","a8a5d1de"," 2","b3RmVw@2","0.6666667",NA
"7594d6a6","z4nUbw@6","7f18898"," 2","Cp66Lw@2","1.0000000","1.0000000"
"9a4a2973","xDAvSQ@5","9781398b","10","fGEHEQ@1","1.0000000","1.0000000"
"6d9ce83b","O3010Q@5","296b3ffc"," 7","b3RmVw@2","1.0000000","1.0000000"
"7d210e54","yWmNPQ@3","b77f3014"," 2","b3RmVw@2","1.0000000",NA
"2f54d9c4","xDAvSQ@5","db63a23b"," 2","l61z7Q@2","1.0000000","1.0000000"
"6d0e9bb0","yWmNPQ@3","d052bd78"," 9","b3RmVw@3","1.0000000",NA
"2cd40dbd","O3010Q@4","c6d7a7b"," 2","oQox3w@1","1.0000000","0.0000000"
"95abf8d5","z4nUbw@6","4e72a78e"," 2","1uEo4w@1","0.0000000",NA
"4b8f99f4","O3010Q@8","5d10e7e7"," 2","b3RmVw@2","1.0000000","1.0000000"
"bd9a1818","yWmNPQ@6","77c0c085"," 2","b3RmVw@3","1.0000000","0.5000000"
"52c3ef31","z4nUbw@6","198023e9","14","3PvHeQ@2","1.0000000","1.0000000"
"bcdff555","z4nUbw@6","8a1c1131"," 2","oQox3w@1","1.0000000",NA
"f0fdf1a3","O3010Q@4","e49c48cf"," 2","1uEo4w@2","1.0000000","1.0000000"
"d3a04acd","O3010Q@5","faa4825a"," 2","seJe7Q@3","1.0000000","1.0000000"
"eb6c89ef","O3010Q@5","4e3b491d"," 2","b3RmVw@4","0.0000000","1.0000000"
"685a2f9f","O3010Q@8","9013f995"," 2","3PvHeQ@2","1.0000000",NA
"28733526","O3010Q@5","9567573e"," 2","oQox3w@2","1.0000000","1.0000000"
"c630bb7f","z4nUbw@6","5db0fc7","16","9BZbew@1","1.0000000","0.0000000"
"ce74861c","z4nUbw@6","ebb16d2b"," 2","b3RmVw@4","1.0000000","1.0000000"
"46da6ab5","dW1YXw@4","b4a673e6"," 2","QujkHw@1","1.0000000","1.0000000"
"e567f42e","xDAvSQ@5","e2dceb37"," 2","b3RmVw@3","1.0000000","1.0000000"
"131ba762","O3010Q@5","f2cd12b4","11","3PvHeQ@2","1.0000000",NA
"7b1cab0a","dW1YXw@4","592be2b5"," 2","b3RmVw@3","1.0000000","0.0000000"
"d55ac3f3","xDAvSQ@5","ee4b46b1"," 2","uvVA8Q@1","1.0000000",NA
"38ab372d","z4nUbw@6","50219e9c"," 2","jtfmjw@1","1.0000000","1.0000000"
"5541a2cb","O3010Q@5","a7ec0c5b"," 2","oQox3w@2","1.0000000","0.0000000"
"496e005","xDAvSQ@5","f4eec946"," 2","3PvHeQ@2","0.0000000",NA
"5c254151","O3010Q@8","88d48b5"," 2","Cp66Lw@2","1.0000000",NA
"7a122633","yWmNPQ@3","9cdc787d"," 2","oQox3w@1","1.0000000","1.0000000"
"221f54dc","z4nUbw@6","990a0ae0"," 2","b3RmVw@4","1.0000000","1.0000000"
"53cdd681","yWmNPQ@3","7d3ceb6f"," 2","b3RmVw@2","1.0000000","1.0000000"
"8bcafa0c","yWmNPQ@3","60b761f6","17","b3RmVw@3","1.0000000","1.0000000"
"4cb9ff2e","xDAvSQ@5","bae5b934"," 2","QujkHw@1","1.0000000","1.0000000"
"a24f4e7a","xDAvSQ@5","be78d11b"," 2","Cp66Lw@2","1.0000000","1.0000000"
"286881eb","yWmNPQ@3","47a07540"," 2","b3RmVw@2","1.0000000",NA
"663cebe4","yWmNPQ@3","97d59780"," 2","b3RmVw@2","1.0000000","1.0000000"
"bac24961","yWmNPQ@3","eac161cb"," 2","WttycQ@1","1.0000000","1.0000000"
"2a51a76a","xDAvSQ@5","3a16dee5"," 2","oQox3w@1","0.0000000",NA
"fd3a4fd1","yWmNPQ@6","661eaaa4"," 2","b3RmVw@3","0.7500000","0.0000000"
"e646c207","z4nUbw@6","12200f9c"," 2","LdjFWw@2","1.0000000","1.0000000"
"20f2b887","O3010Q@4","247645c1"," 2","b3RmVw@4","0.0000000","1.0000000"
"ab9cbe89","yWmNPQ@3","a889a994"," 9","l61z7Q@2","1.0000000","1.0000000"
"fa4c6644","dW1YXw@4","257f11f"," 9","3PvHeQ@2","1.0000000","1.0000000"
"f7992b29","yWmNPQ@3","35116994"," 2","b3RmVw@4","1.0000000",NA
"5d1eb1b","O3010Q@4","6e9195b6"," 2","b3RmVw@7","1.0000000","1.0000000"
"ddf5b2f4","O3010Q@5","4595e5d2"," 2","1uEo4w@2","1.0000000","0.0000000"
"a62e68ee","O3010Q@5","3a834b13"," 2","b3RmVw@2","1.0000000","1.0000000"
"ea404dd0","xDAvSQ@5","493fc206","12","pAh9DQ@2","0.0000000","1.0000000"
"bb7f3dbe","z4nUbw@6","9b62c657"," 2","l61z7Q@2","0.0000000","1.0000000"
"6d3e2ea1","xDAvSQ@5","4f2b7c5e"," 2","b3RmVw@4","0.5000000","1.0000000"
"aca1a7e5","yWmNPQ@3","39be3ad5"," 2","l61z7Q@2","1.0000000","1.0000000"
"e27dce84","yWmNPQ@3","f3416194","10","b3RmVw@3","1.0000000","0.0000000"
"98ef7a7a","yWmNPQ@3","963ff58f"," 2","b3RmVw@3","1.0000000","1.0000000"
"b534719b","z4nUbw@6","8afa536e","12","seJe7Q@3","1.0000000","0.6000000"
"cacf6350","O3010Q@4","a86ec19b"," 2","b3RmVw@3","1.0000000",NA
"a94fd2a2","dW1YXw@4","616a3e26"," 2","b3RmVw@2","1.0000000",NA
"11c9d8cd","O3010Q@4","889525dd"," 8","b3RmVw@2","0.6000000",NA
"1288c460","O3010Q@5","66eac30d"," 2","1uEo4w@1","1.0000000","1.0000000"
"d41cd4bf","O3010Q@4","c6b0c330"," 2","fGEHEQ@1","1.0000000",NA
"576a7f79","yWmNPQ@3","3c3e96b"," 2","seJe7Q@3","0.7500000","0.0000000"
"57b240e1","O3010Q@5","36d96226","14","1uEo4w@2","0.0000000","1.0000000"
"ecd1f6a4","yWmNPQ@3","6fb0036a"," 2","b3RmVw@4","0.0000000",NA
"4ab90972","yWmNPQ@3","c1d759dd"," 2","3PvHeQ@2","1.0000000","0.0000000"
"f116e92b","dW1YXw@4","6fa724e6"," 2","uvVA8Q@1","1.0000000","1.0000000"
"bbb8c52","yWmNPQ@3","c519d146"," 2","uvVA8Q@1","1.0000000","1.0000000"
"578c3e4e","O3010Q@4","5e758ef9"," 2","b3RmVw@2","1.0000000","1.0000000"
"972ffc86","yWmNPQ@3","69214ee6"," 2","LdjFWw@2","1.0000000",NA
"5620ca1c","xDAvSQ@5","519ae5a9"," 2","b3RmVw@4","1.0000000","1.0000000"
"10a82086","O3010Q@5","71768815"," 2","b3RmVw@2","1.0000000",NA
"6e70810f","z4nUbw@6","2492b9c0"," 2","b3RmVw@2","0.0000000",NA
"38930612","O3010Q@5","9567573e"," 2","Cp66Lw@2","1.0000000","1.0000000"
"d113ab36","yWmNPQ@3","9ba22814"," 2","b3RmVw@2","1.0000000","1.0000000"
"ab3f00b5","O3010Q@8","93859724","15","fGEHEQ@1","1.0000000","1.0000000"
"33fa0444","dW1YXw@4","a1631e1f"," 2","fGEHEQ@1","1.0000000",NA
"62875728","yWmNPQ@3","62c90858"," 2","b3RmVw@2","1.0000000",NA
"cb7b66eb","xDAvSQ@5","e8999f85"," 9","Cp66Lw@2","1.0000000","1.0000000"
"f02e4092","O3010Q@5","9fb2a1bc"," 2","b3RmVw@3","1.0000000","1.0000000"
"a22b5b47","z4nUbw@6","c8915cf2"," 2","b3RmVw@2","1.0000000","1.0000000"
"cfb5cc4c","xDAvSQ@5","e4f32382"," 2","fGEHEQ@1","1.0000000","1.0000000"
"a32468e4","yWmNPQ@3","164d6788"," 2","WttycQ@1","1.0000000","1.0000000"
"4d60d2fe","O3010Q@5","5cc2e4b5","11","b3RmVw@2","0.0000000",NA
"f58179a0","dW1YXw@4","78d79b17"," 2","QujkHw@1","0.6000000","1.0000000"
"bf2311d0","yWmNPQ@3","7a1f46dd"," 2","b3RmVw@2","1.0000000","1.0000000"
"185003d3","dW1YXw@4","33765065","16","b3RmVw@3","1.0000000",NA
"b89c90d8","dW1YXw@4","14a297e6"," 2","seJe7Q@3","1.0000000","1.0000000"
"ec314dcd","O3010Q@5","6f50e78b"," 2","b3RmVw@4","1.0000000","0.0000000"
"add3bccb","z4nUbw@6","c5cdc407","16","b3RmVw@3","1.0000000",NA
"f4284a20","O3010Q@6","c7d87a89"," 2","b3RmVw@2","1.0000000","0.8333330"
"66e9e75a","xDAvSQ@5","b8472d16"," 2","b3RmVw@7","1.0000000","1.0000000"
"2298ed46","O3010Q@8","a6091e7b"," 2","dW1YXw@1","0.0000000","1.0000000"
"b4c14c4a","yWmNPQ@3","2b60a8ea"," 2","b3RmVw@2","1.0000000","0.6000000"
"240ae748","O3010Q@5","752c3978"," 2","3PvHeQ@2","1.0000000","1.0000000"
"4f76ffcc","z4nUbw@6","3535876a"," 7","b3RmVw@4","1.0000000","1.0000000"
"1c59ff6","z4nUbw@6","ae1262ca"," 2","b3RmVw@3","1.0000000","1.0000000"
"dbe9d23e","xDAvSQ@5","a6222a48"," 2","pAh9DQ@2","1.0000000","1.0000000"
"ca9c4dbb","O3010Q@4","b92f9e2f"," 2","b3RmVw@6","1.0000000",NA
"f382d69f","O3010Q@5","106aac9d"," 2","oQox3w@1","1.0000000",NA
"d8ec5c58","dW1YXw@4","b87f5c12"," 2","1uEo4w@2","1.0000000","1.0000000"
"ef2bff47","z4nUbw@6","ca501ee"," 2","oQox3w@2","1.0000000",NA
"a62c32e7","O3010Q@5","1cd193fa"," 2","oQox3w@1","1.0000000","1.0000000"
"1d11a6cb","z4nUbw@6","ca4590fa"," 2","b3RmVw@2","1.0000000","1.0000000"
"1d750a3e","yWmNPQ@3","4847f681"," 9","b3RmVw@2","1.0000000","1.0000000"
"814b3566","O3010Q@5","ca9f1ea6"," 2","b3RmVw@2","0.0000000","0.0000000"
"cf9aff2c","xDAvSQ@5","e99b07f1"," 2","b3RmVw@4","1.0000000",NA
"8c95df56","O3010Q@4","1bbea7ff"," 2","QujkHw@1","1.0000000","1.0000000"
"e48e4fde","O3010Q@5","e536e9d"," 2","b3RmVw@3","1.0000000","1.0000000"
"680923ef","O3010Q@5","3c7af1a9","13","b3RmVw@2","1.0000000","1.0000000"
"19944af7","yWmNPQ@4","bc9d5b8f"," 2","b3RmVw@2","1.0000000",NA
"f6ca819d","z4nUbw@6","7eae59a3"," 2","QujkHw@1","1.0000000","1.0000000"
"1dfacf1b","z4nUbw@6","ca2127ac","13","b3RmVw@2","1.0000000","0.5000000"
"58a0f647","yWmNPQ@3","c3c248ed"," 2","1uEo4w@2","1.0000000","1.0000000"
"ead992b4","yWmNPQ@3","7412ef27"," 2","b3RmVw@3","1.0000000","0.0000000"
"61d843eb","yWmNPQ@6","9a3f7c85"," 2","b3RmVw@3","1.0000000","1.0000000"
"be7ee22b","z4nUbw@6","7d31ff47"," 2","b3RmVw@3","0.0000000","1.0000000"
"82385007","yWmNPQ@3","a1655f4"," 2","l61z7Q@2","1.0000000","1.0000000"
"33b0783e","dW1YXw@4","7d2f1651"," 2","Cp66Lw@2","0.0000000","1.0000000"
"e78237fe","yWmNPQ@3","385bfa0f"," 2","b3RmVw@3","1.0000000","1.0000000"
"f5e6a53a","O3010Q@5","63346e9b"," 2","b3RmVw@3","1.0000000","1.0000000"
"9f9aad91","xDAvSQ@5","c8730f23"," 2","b3RmVw@3","1.0000000","1.0000000"
"41d8b643","dW1YXw@4","88eb6369"," 2","QujkHw@1","1.0000000",NA
"7e06d7eb","xDAvSQ@5","12d10eeb","19","b3RmVw@5","1.0000000",NA
"26a00d52","dW1YXw@4","d8ce66a4"," 2","b3RmVw@2","1.0000000","0.6000000"
"565eaa2b","xDAvSQ@5","58a88c9e"," 2","1uEo4w@1","1.0000000","1.0000000"
"43019ee5","O3010Q@4","fee257a7","23","l61z7Q@2","1.0000000",NA
"d7019bae","dW1YXw@4","b54b3442","14","b3RmVw@3","0.0000000","1.0000000"
"b7a916e0","dW1YXw@4","d6074812"," 2","b3RmVw@3","1.0000000",NA
"9765fc94","dW1YXw@4","6a5d525f"," 2","b3RmVw@3","1.0000000","1.0000000"
"4ba0f44c","dW1YXw@4","8eeeaf73"," 2","fGEHEQ@1","1.0000000",NA
"70121446","z4nUbw@6","ac0839ac"," 2","b3RmVw@3","1.0000000","0.8333333"
"e20dd878","xDAvSQ@5","ebda1e05","13","b3RmVw@3","1.0000000","1.0000000"
"1c5628c3","yWmNPQ@3","a16cc48b"," 2","pAh9DQ@2","1.0000000","0.8000000"
"8a44758","dW1YXw@4","85d4574a"," 2","LdjFWw@2","0.7500000","1.0000000"
"2e404bc3","yWmNPQ@6","95ec358e"," 2","b3RmVw@4","1.0000000",NA
"9cac9000","dW1YXw@4","d722959b","11","3PvHeQ@2","1.0000000","1.0000000"
"1d7e39a2","dW1YXw@4","d8ccd001","11","b3RmVw@2","1.0000000","1.0000000"
"e2f8b971","O3010Q@8","4491e4e6"," 2","b3RmVw@2","1.0000000","1.0000000"
"dc735603","O3010Q@5","4f3cbbe3"," 2","b3RmVw@3","1.0000000","1.0000000"
"26af8870","xDAvSQ@5","c60eef9d"," 2","jtfmjw@1","1.0000000",NA
"e6356cd4","O3010Q@4","a4bfcbef","14","b3RmVw@4","0.0000000",NA
"38426bab","z4nUbw@6","a1013d53"," 2","b3RmVw@3","0.8000000","0.8000000"
"219cc0b","xDAvSQ@5","9ef9e40a"," 2","l61z7Q@2","1.0000000","1.0000000"
"821fdd47","yWmNPQ@6","3b35734b"," 2","b3RmVw@4","1.0000000","1.0000000"
"3847f8ed","yWmNPQ@6","be78940b","12","b3RmVw@3","1.0000000","1.0000000"
"c294bd8","xDAvSQ@5","c782d90c"," 2","seJe7Q@3","1.0000000","1.0000000"
"b67fa02","z4nUbw@6","c698e5f1"," 2","b3RmVw@3","1.0000000","0.0000000"
"f8d410ff","z4nUbw@6","ceba64dd"," 2","b3RmVw@2","0.0000000",NA
"b52ad2a1","z4nUbw@6","485b69df"," 2","b3RmVw@2","1.0000000","1.0000000"
"19dd91bc","yWmNPQ@3","714e2b37"," 2","b3RmVw@3","1.0000000","1.0000000"
"7da08159","yWmNPQ@3","a7776ab3"," 2","jtfmjw@1","1.0000000","1.0000000"
"11b4ffab","O3010Q@7","8cc98107"," 2","b3RmVw@2","1.0000000","1.0000000"
"e3ca8437","z4nUbw@6","95c27f1"," 2","oQox3w@1","0.6000000","1.0000000"
"90718f9d","dW1YXw@4","ef09adf4","12","b3RmVw@2","1.0000000",NA
"5813f0af","O3010Q@4","3329ab94"," 2","b3RmVw@2","1.0000000","0.4000000"
"251efa54","O3010Q@5","a2da7c56"," 2","seJe7Q@3","0.0000000","1.0000000"
"30fa56f8","xDAvSQ@5","674ea452"," 2","seJe7Q@3","1.0000000","1.0000000"
"a41d7f8a","O3010Q@8","3ee1501a"," 2","WttycQ@1","1.0000000",NA
"ea665af9","z4nUbw@6","37ee0147"," 2","b3RmVw@4","1.0000000","1.0000000"
"4bb264cd","O3010Q@5","a193a3df"," 2","b3RmVw@4","1.0000000","0.8000000"
"a01c99ef","xDAvSQ@5","fa080c0f"," 2","b3RmVw@3","0.7500000","1.0000000"
"62263f02","O3010Q@4","ee082e48"," 2","b3RmVw@2","1.0000000","1.0000000"
"a88ab5e2","O3010Q@4","50eda590"," 2","b3RmVw@3","1.0000000",NA
"ba318dd3","xDAvSQ@5","40ee2df4","12","LdjFWw@2","0.8333330","1.0000000"
"8c8cbda9","z4nUbw@6","c7001c9b","13","b3RmVw@2","1.0000000","0.0000000"
"4ac05371","yWmNPQ@3","22f2fa77"," 2","b3RmVw@2","1.0000000","0.0000000"
"ddb80d3a","yWmNPQ@4","9897863d"," 2","WttycQ@1","1.0000000","1.0000000"
"50a0d349","yWmNPQ@6","89e3e3a1"," 2","b3RmVw@3","1.0000000",NA
"992ed4f1","O3010Q@5","a8ab2a7f"," 2","b3RmVw@3","1.0000000",NA
"672b06ce","xDAvSQ@5","aea7dec3"," 2","b3RmVw@2","1.0000000","0.0000000"
"c5721fa1","yWmNPQ@3","2b92512c"," 2","1uEo4w@1","0.0000000","0.0000000"
"8a8d9df8","xDAvSQ@5","b158980b","12","b3RmVw@2","1.0000000","1.0000000"
"10bc74c","z4nUbw@6","fd126ad4","13","b3RmVw@2","1.0000000","0.5000000"
"1ace36c0","O3010Q@4","31213986"," 6","b3RmVw@2","1.0000000","1.0000000"
"9f2b38c9","O3010Q@4","3b5d046c","10","pAh9DQ@2","1.0000000",NA
"500ba5db","O3010Q@6","7ba16c18","10","fGEHEQ@1","1.0000000","1.0000000"
"e223d5c4","O3010Q@4","afb1d949"," 2","Cp66Lw@2","1.0000000","1.0000000"
"eb3e1c1b","yWmNPQ@3","1d5f73f9","16","l61z7Q@2","1.0000000","1.0000000"
"2353f0e3","yWmNPQ@3","209822aa"," 2","b3RmVw@2","0.0000000",NA
"17fc688a","O3010Q@5","20482581","11","b3RmVw@2","1.0000000","1.0000000"
"942d5780","yWmNPQ@3","bba76a41"," 2","b3RmVw@3","1.0000000","0.0000000"
"b5f6b107","xDAvSQ@5","d661931"," 2","fGEHEQ@1","1.0000000","1.0000000"
"f2fe29ab","O3010Q@5","dc6ebd20"," 2","1uEo4w@2","1.0000000",NA
"bff45f5b","O3010Q@5","31ddbb46"," 2","b3RmVw@4","0.7500000","1.0000000"
"5bfb6aca","dW1YXw@4","f85900a7","11","b3RmVw@2","1.0000000","1.0000000"
"ed98ac2a","xDAvSQ@5","8a1380af"," 2","seJe7Q@3","1.0000000",NA
"9390e27b","dW1YXw@4","c82e0a8b"," 2","b3RmVw@2","1.0000000","1.0000000"
"c63f2e65","yWmNPQ@3","645fe754"," 2","b3RmVw@3","1.0000000","1.0000000"
"c79d1a02","O3010Q@5","ec170265"," 2","b3RmVw@4","1.0000000","1.0000000"
"813600cb","z4nUbw@6","62757b89"," 2","3PvHeQ@2","1.0000000","1.0000000"
"51ce4f98","yWmNPQ@3","242b0af2"," 2","seJe7Q@3","1.0000000","0.6000000"
"f53d09a3","O3010Q@5","3f3247ec"," 2","b3RmVw@3","1.0000000","1.0000000"
"484401ca","O3010Q@4","8f598ab2"," 2","b3RmVw@3","1.0000000","1.0000000"
"850b775","z4nUbw@6","666d3c6"," 2","jtfmjw@1","1.0000000",NA
"7b03146a","xDAvSQ@5","58f74524"," 2","1uEo4w@1","1.0000000","1.0000000"
"f2b41ac9","z4nUbw@6","1ad6b344"," 2","l61z7Q@2","1.0000000",NA
"52288497","O3010Q@7","19347881"," 2","QujkHw@1","1.0000000","0.0000000"
"9cfe20dc","yWmNPQ@3","4dae5cc1"," 2","oQox3w@2","1.0000000","1.0000000"
"75346358","z4nUbw@6","e8eebd9a"," 2","b3RmVw@2","1.0000000","1.0000000"
"b4a08c7","O3010Q@4","ffe320a2"," 2","b3RmVw@2","1.0000000","1.0000000"
"d3a95c07","z4nUbw@6","ce76d711"," 9","QujkHw@1","1.0000000",NA
"ae8b0881","O3010Q@4","408c4c7b"," 2","b3RmVw@3","1.0000000",NA
"3cd3648a","O3010Q@8","2749fb0a"," 2","3PvHeQ@2","0.0000000",NA
"4e4dd6f6","dW1YXw@4","ed649b3b","13","b3RmVw@2","1.0000000",NA
"b1a1574d","yWmNPQ@3","9ed5a107"," 2","b3RmVw@2","1.0000000","1.0000000"
"f080ed04","dW1YXw@4","4ea9b220"," 2","b3RmVw@6","1.0000000",NA
"19c08425","O3010Q@8","aaafd78b"," 2","pAh9DQ@2","1.0000000","1.0000000"
"f4b8e79e","dW1YXw@4","2af7c70a","17","b3RmVw@2","1.0000000",NA
"8da9ffd6","dW1YXw@4","208195a2","12","b3RmVw@3","1.0000000","1.0000000"
"93a6c33f","yWmNPQ@3","6ca33ff6"," 2","uvVA8Q@1","1.0000000","0.0000000"
"3c9b7202","O3010Q@5","9cea7e08"," 9","b3RmVw@3","1.0000000","1.0000000"
"78ba19ae","yWmNPQ@6","a8ad5c21"," 2","b3RmVw@4","1.0000000","1.0000000"
"266dc528","dW1YXw@4","7d20d308"," 2","b3RmVw@3","0.7500000","0.0000000"
"3be363e5","z4nUbw@6","a8370dd3"," 2","b3RmVw@2","1.0000000","1.0000000"
"9fc65f85","yWmNPQ@6","51a4a326"," 2","b3RmVw@3","1.0000000","1.0000000"
"fdd268c5","O3010Q@5","6e658425","10","b3RmVw@6","1.0000000",NA
"c92e445f","O3010Q@5","98983758","11","l61z7Q@2","1.0000000","1.0000000"
"da504fa6","xDAvSQ@5","76bafa30","10","1uEo4w@2","1.0000000",NA
"5cbcacda","z4nUbw@6","b8aa6d9e","14","b3RmVw@2","0.0000000","1.0000000"
"f75da84e","yWmNPQ@6","b2cedc04"," 2","b3RmVw@3","1.0000000","1.0000000"
"cceda0b4","z4nUbw@6","659bbe46"," 2","b3RmVw@4","1.0000000","1.0000000"
"6fbd0074","O3010Q@4","dc050ff0"," 2","jtfmjw@1","1.0000000","1.0000000"
"1643abd4","xDAvSQ@5","33a5a986","14","jtfmjw@1","1.0000000",NA
"a1445c26","dW1YXw@4","e3fdc1fe"," 2","b3RmVw@3","1.0000000","1.0000000"
"59a9e7","O3010Q@4","ec6cd17b"," 2","pAh9DQ@2","1.0000000",NA
"7270e1ee","O3010Q@5","66686166","10","1uEo4w@1","0.7500000",NA
"7c0d8e3e","xDAvSQ@5","d75562ad"," 2","dW1YXw@1","0.0000000","1.0000000"
"95939f26","O3010Q@4","8d8c33da"," 2","1uEo4w@1","1.0000000",NA
"1f677454","O3010Q@8","19921164"," 2","Cp66Lw@2","1.0000000","1.0000000"
"ec9f5887","dW1YXw@4","af722500"," 2","b3RmVw@6","1.0000000","1.0000000"
"cc397e70","z4nUbw@6","ec7dada7","12","b3RmVw@6","1.0000000",NA
"35a9c2a3","yWmNPQ@3","639289bc"," 2","oQox3w@2","1.0000000","0.7500000"
"801b6a22","O3010Q@7","100a8a80"," 2","b3RmVw@3","1.0000000","1.0000000"
"e0faf64f","O3010Q@4","84f41ac7"," 8","oQox3w@1","0.8000000","1.0000000"
"6712bfaf","z4nUbw@6","40bbd0d1"," 2","b3RmVw@3","0.4000000","0.0000000"
"c0ab9d5e","z4nUbw@6","3b77c5f4"," 2","b3RmVw@3","1.0000000","1.0000000"
"d4eea92d","dW1YXw@4","3fe3cc57"," 2","dW1YXw@1","1.0000000","1.0000000"
"b8a98bb9","yWmNPQ@3","a77dc408"," 2","b3RmVw@3","1.0000000","0.5000000"
"c0d761f3","O3010Q@4","7554950"," 8","jtfmjw@1","1.0000000","1.0000000"
"f6aac144","O3010Q@5","b35dc871"," 2","b3RmVw@4","0.0000000","1.0000000"
"a10ed7b0","z4nUbw@6","1ae65892","14","b3RmVw@3","1.0000000","1.0000000"
"6d449566","O3010Q@5","7732a042"," 2","b3RmVw@3","0.4000000","1.0000000"
"f4cd4fd7","xDAvSQ@5","247e7070","12","oQox3w@2","1.0000000","1.0000000"
"3d06ac56","O3010Q@5","1f45779f"," 2","fGEHEQ@1","1.0000000","1.0000000"
"f8bb86dd","dW1YXw@4","b7931f33"," 2","seJe7Q@3","1.0000000","1.0000000"
"bbfa3525","O3010Q@4","110ec855"," 2","dW1YXw@1","1.0000000","1.0000000"
"60ef6208","dW1YXw@4","f132eb5a"," 2","seJe7Q@3","1.0000000","0.0000000"
"5e30c55e","dW1YXw@4","c8a0ae78"," 2","b3RmVw@2","1.0000000",NA
"1de90498","xDAvSQ@5","1b9fd352","11","b3RmVw@2","1.0000000","1.0000000"
"96880714","O3010Q@5","5c4a7cb8"," 2","jtfmjw@1","1.0000000","0.0000000"
"89f99ae6","xDAvSQ@5","ee833c57","13","pAh9DQ@2","1.0000000","0.6666670"
"6f01edb0","O3010Q@4","2d81c5d5"," 2","b3RmVw@2","1.0000000","1.0000000"
"2650c671","xDAvSQ@5","c3b80bd0"," 2","jtfmjw@1","1.0000000",NA
"40fbcd93","O3010Q@5","4147fcb2"," 2","b3RmVw@2","1.0000000","1.0000000"
"262023fb","dW1YXw@4","efabaf07"," 2","fGEHEQ@1","1.0000000","1.0000000"
"8f6d96cf","z4nUbw@6","e05f7b2"," 2","b3RmVw@2","1.0000000",NA
"b82eb954","z4nUbw@6","1b0d8bb6"," 2","WttycQ@1","1.0000000","1.0000000"
"ec269b5d","O3010Q@5","6630a765"," 2","uvVA8Q@1","1.0000000","0.0000000"
"6398e9f6","xDAvSQ@5","b181fd0f"," 2","WttycQ@1","1.0000000","1.0000000"
